date,site,province,district,predicted_total_visitors,statistical_capacity,vli_score
2027-12-12,Temple of the Tooth (Kandy),Central,Kandy,2705,1398,193.49
2027-12-12,Udawalawe National Park,Uva,Monaragala,596,854,69.79
2027-12-12,Wilpattu National Park,North_Western,Puttalam,590,750,78.67
2027-12-12,Yala National Park,Southern,Hambantota,339,2133,15.89
2027-12-13,Adam's Peak (Sri Pada),Central,Nuwara Eliya,63,341,18.48
2027-12-13,Dambulla Cave Temple,Central,Matale,373,586,63.65
2027-12-13,Galle Fort,Southern,Galle,323,897,36.01
2027-12-13,Horton Plains (World's End),Central,Nuwara Eliya,439,270,162.59
2027-12-13,Jaffna Fort,Northern,Jaffna,577,867,66.55
2027-12-13,Kaudulla National Park,North_Central,Polonnaruwa,745,622,119.77
2027-12-13,Knuckles Conservation Forest,Central,Matale,565,846,66.78
2027-12-13,Mirissa (Whale Watching),Southern,Matara,318,208,152.88
2027-12-13,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,288,434,66.36
2027-12-13,Sigiriya Rock & Museum,Central,Matale,1236,2161,57.2
2027-12-13,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,437,192,227.6
2027-12-13,Temple of the Tooth (Kandy),Central,Kandy,2672,1398,191.13
2027-12-13,Udawalawe National Park,Uva,Monaragala,530,854,62.06
2027-12-13,Wilpattu National Park,North_Western,Puttalam,524,750,69.87
2027-12-13,Yala National Park,Southern,Hambantota,249,2133,11.67
2027-12-14,Adam's Peak (Sri Pada),Central,Nuwara Eliya,67,341,19.65
2027-12-14,Dambulla Cave Temple,Central,Matale,373,586,63.65
2027-12-14,Galle Fort,Southern,Galle,343,897,38.24
2027-12-14,Horton Plains (World's End),Central,Nuwara Eliya,456,270,168.89
2027-12-14,Jaffna Fort,Northern,Jaffna,579,867,66.78
2027-12-14,Kaudulla National Park,North_Central,Polonnaruwa,747,622,120.1
2027-12-14,Knuckles Conservation Forest,Central,Matale,567,846,67.02
2027-12-14,Mirissa (Whale Watching),Southern,Matara,338,208,162.5
2027-12-14,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,288,434,66.36
2027-12-14,Sigiriya Rock & Museum,Central,Matale,1232,2161,57.01
2027-12-14,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,438,192,228.12
2027-12-14,Temple of the Tooth (Kandy),Central,Kandy,2739,1398,195.92
2027-12-14,Udawalawe National Park,Uva,Monaragala,531,854,62.18
2027-12-14,Wilpattu National Park,North_Western,Puttalam,525,750,70.0
2027-12-14,Yala National Park,Southern,Hambantota,258,2133,12.1
2027-12-15,Adam's Peak (Sri Pada),Central,Nuwara Eliya,106,341,31.09
2027-12-15,Dambulla Cave Temple,Central,Matale,558,586,95.22
2027-12-15,Galle Fort,Southern,Galle,544,897,60.65
2027-12-15,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-12-15,Jaffna Fort,Northern,Jaffna,869,867,100.23
2027-12-15,Kaudulla National Park,North_Central,Polonnaruwa,1121,622,180.23
2027-12-15,Knuckles Conservation Forest,Central,Matale,852,846,100.71
2027-12-15,Mirissa (Whale Watching),Southern,Matara,503,208,241.83
2027-12-15,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,431,434,99.31
2027-12-15,Sigiriya Rock & Museum,Central,Matale,1841,2161,85.19
2027-12-15,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,466,192,242.71
2027-12-15,Temple of the Tooth (Kandy),Central,Kandy,3362,1398,240.49
2027-12-15,Udawalawe National Park,Uva,Monaragala,798,854,93.44
2027-12-15,Wilpattu National Park,North_Western,Puttalam,789,750,105.2
2027-12-15,Yala National Park,Southern,Hambantota,400,2133,18.75
2027-12-16,Adam's Peak (Sri Pada),Central,Nuwara Eliya,77,341,22.58
2027-12-16,Dambulla Cave Temple,Central,Matale,377,586,64.33
2027-12-16,Galle Fort,Southern,Galle,402,897,44.82
2027-12-16,Horton Plains (World's End),Central,Nuwara Eliya,503,270,186.3
2027-12-16,Jaffna Fort,Northern,Jaffna,591,867,68.17
2027-12-16,Kaudulla National Park,North_Central,Polonnaruwa,761,622,122.35
2027-12-16,Knuckles Conservation Forest,Central,Matale,579,846,68.44
2027-12-16,Mirissa (Whale Watching),Southern,Matara,393,208,188.94
2027-12-16,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,292,434,67.28
2027-12-16,Sigiriya Rock & Museum,Central,Matale,1240,2161,57.38
2027-12-16,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,439,192,228.65
2027-12-16,Temple of the Tooth (Kandy),Central,Kandy,2895,1398,207.08
2027-12-16,Udawalawe National Park,Uva,Monaragala,543,854,63.58
2027-12-16,Wilpattu National Park,North_Western,Puttalam,537,750,71.6
2027-12-16,Yala National Park,Southern,Hambantota,287,2133,13.46
2027-12-17,Adam's Peak (Sri Pada),Central,Nuwara Eliya,82,341,24.05
2027-12-17,Dambulla Cave Temple,Central,Matale,380,586,64.85
2027-12-17,Galle Fort,Southern,Galle,431,897,48.05
2027-12-17,Horton Plains (World's End),Central,Nuwara Eliya,526,270,194.81
2027-12-17,Jaffna Fort,Northern,Jaffna,597,867,68.86
2027-12-17,Kaudulla National Park,North_Central,Polonnaruwa,768,622,123.47
2027-12-17,Knuckles Conservation Forest,Central,Matale,584,846,69.03
2027-12-17,Mirissa (Whale Watching),Southern,Matara,422,208,202.88
2027-12-17,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,294,434,67.74
2027-12-17,Sigiriya Rock & Museum,Central,Matale,1244,2161,57.57
2027-12-17,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,441,192,229.69
2027-12-17,Temple of the Tooth (Kandy),Central,Kandy,2978,1398,213.02
2027-12-17,Udawalawe National Park,Uva,Monaragala,548,854,64.17
2027-12-17,Wilpattu National Park,North_Western,Puttalam,542,750,72.27
2027-12-17,Yala National Park,Southern,Hambantota,301,2133,14.11
2027-12-18,Adam's Peak (Sri Pada),Central,Nuwara Eliya,187,341,54.84
2027-12-18,Dambulla Cave Temple,Central,Matale,452,586,77.13
2027-12-18,Galle Fort,Southern,Galle,592,897,66.0
2027-12-18,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-12-18,Jaffna Fort,Northern,Jaffna,671,867,77.39
2027-12-18,Kaudulla National Park,North_Central,Polonnaruwa,843,622,135.53
2027-12-18,Knuckles Conservation Forest,Central,Matale,658,846,77.78
2027-12-18,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-18,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,366,434,84.33
2027-12-18,Sigiriya Rock & Museum,Central,Matale,1314,2161,60.81
2027-12-18,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,465,192,242.19
2027-12-18,Temple of the Tooth (Kandy),Central,Kandy,3159,1398,225.97
2027-12-18,Udawalawe National Park,Uva,Monaragala,622,854,72.83
2027-12-18,Wilpattu National Park,North_Western,Puttalam,616,750,82.13
2027-12-18,Yala National Park,Southern,Hambantota,418,2133,19.6
2027-12-19,Adam's Peak (Sri Pada),Central,Nuwara Eliya,194,341,56.89
2027-12-19,Dambulla Cave Temple,Central,Matale,455,586,77.65
2027-12-19,Galle Fort,Southern,Galle,626,897,69.79
2027-12-19,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-12-19,Jaffna Fort,Northern,Jaffna,675,867,77.85
2027-12-19,Kaudulla National Park,North_Central,Polonnaruwa,847,622,136.17
2027-12-19,Knuckles Conservation Forest,Central,Matale,663,846,78.37
2027-12-19,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-19,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,369,434,85.02
2027-12-19,Sigiriya Rock & Museum,Central,Matale,1316,2161,60.9
2027-12-19,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,465,192,242.19
2027-12-19,Temple of the Tooth (Kandy),Central,Kandy,3246,1398,232.19
2027-12-19,Udawalawe National Park,Uva,Monaragala,626,854,73.3
2027-12-19,Wilpattu National Park,North_Western,Puttalam,620,750,82.67
2027-12-19,Yala National Park,Southern,Hambantota,435,2133,20.39
2027-12-20,Adam's Peak (Sri Pada),Central,Nuwara Eliya,103,341,30.21
2027-12-20,Dambulla Cave Temple,Central,Matale,387,586,66.04
2027-12-20,Galle Fort,Southern,Galle,534,897,59.53
2027-12-20,Horton Plains (World's End),Central,Nuwara Eliya,600,270,222.22
2027-12-20,Jaffna Fort,Northern,Jaffna,609,867,70.24
2027-12-20,Kaudulla National Park,North_Central,Polonnaruwa,782,622,125.72
2027-12-20,Knuckles Conservation Forest,Central,Matale,597,846,70.57
2027-12-20,Mirissa (Whale Watching),Southern,Matara,501,208,240.87
2027-12-20,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,302,434,69.59
2027-12-20,Sigiriya Rock & Museum,Central,Matale,1248,2161,57.75
2027-12-20,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,446,192,232.29
2027-12-20,Temple of the Tooth (Kandy),Central,Kandy,3239,1398,231.69
2027-12-20,Udawalawe National Park,Uva,Monaragala,560,854,65.57
2027-12-20,Wilpattu National Park,North_Western,Puttalam,554,750,73.87
2027-12-20,Yala National Park,Southern,Hambantota,348,2133,16.32
2027-12-21,Adam's Peak (Sri Pada),Central,Nuwara Eliya,109,341,31.96
2027-12-21,Dambulla Cave Temple,Central,Matale,389,586,66.38
2027-12-21,Galle Fort,Southern,Galle,568,897,63.32
2027-12-21,Horton Plains (World's End),Central,Nuwara Eliya,624,270,231.11
2027-12-21,Jaffna Fort,Northern,Jaffna,611,867,70.47
2027-12-21,Kaudulla National Park,North_Central,Polonnaruwa,784,622,126.05
2027-12-21,Knuckles Conservation Forest,Central,Matale,599,846,70.8
2027-12-21,Mirissa (Whale Watching),Southern,Matara,503,208,241.83
2027-12-21,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,303,434,69.82
2027-12-21,Sigiriya Rock & Museum,Central,Matale,1250,2161,57.84
2027-12-21,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,446,192,232.29
2027-12-21,Temple of the Tooth (Kandy),Central,Kandy,3334,1398,238.48
2027-12-21,Udawalawe National Park,Uva,Monaragala,562,854,65.81
2027-12-21,Wilpattu National Park,North_Western,Puttalam,556,750,74.13
2027-12-21,Yala National Park,Southern,Hambantota,362,2133,16.97
2027-12-22,Adam's Peak (Sri Pada),Central,Nuwara Eliya,117,341,34.31
2027-12-22,Dambulla Cave Temple,Central,Matale,397,586,67.75
2027-12-22,Galle Fort,Southern,Galle,615,897,68.56
2027-12-22,Horton Plains (World's End),Central,Nuwara Eliya,650,270,240.74
2027-12-22,Jaffna Fort,Northern,Jaffna,624,867,71.97
2027-12-22,Kaudulla National Park,North_Central,Polonnaruwa,800,622,128.62
2027-12-22,Knuckles Conservation Forest,Central,Matale,611,846,72.22
2027-12-22,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-22,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,310,434,71.43
2027-12-22,Sigiriya Rock & Museum,Central,Matale,1275,2161,59.0
2027-12-22,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,447,192,232.81
2027-12-22,Temple of the Tooth (Kandy),Central,Kandy,3360,1398,240.34
2027-12-22,Udawalawe National Park,Uva,Monaragala,574,854,67.21
2027-12-22,Wilpattu National Park,North_Western,Puttalam,567,750,75.6
2027-12-22,Yala National Park,Southern,Hambantota,383,2133,17.96
2027-12-23,Adam's Peak (Sri Pada),Central,Nuwara Eliya,119,341,34.9
2027-12-23,Dambulla Cave Temple,Central,Matale,387,586,66.04
2027-12-23,Galle Fort,Southern,Galle,634,897,70.68
2027-12-23,Horton Plains (World's End),Central,Nuwara Eliya,651,270,241.11
2027-12-23,Jaffna Fort,Northern,Jaffna,607,867,70.01
2027-12-23,Kaudulla National Park,North_Central,Polonnaruwa,778,622,125.08
2027-12-23,Knuckles Conservation Forest,Central,Matale,595,846,70.33
2027-12-23,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-23,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,302,434,69.59
2027-12-23,Sigiriya Rock & Museum,Central,Matale,1237,2161,57.24
2027-12-23,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,447,192,232.81
2027-12-23,Temple of the Tooth (Kandy),Central,Kandy,3360,1398,240.34
2027-12-23,Udawalawe National Park,Uva,Monaragala,559,854,65.46
2027-12-23,Wilpattu National Park,North_Western,Puttalam,553,750,73.73
2027-12-23,Yala National Park,Southern,Hambantota,387,2133,18.14
2027-12-24,Adam's Peak (Sri Pada),Central,Nuwara Eliya,126,341,36.95
2027-12-24,Dambulla Cave Temple,Central,Matale,389,586,66.38
2027-12-24,Galle Fort,Southern,Galle,676,897,75.36
2027-12-24,Horton Plains (World's End),Central,Nuwara Eliya,652,270,241.48
2027-12-24,Jaffna Fort,Northern,Jaffna,610,867,70.36
2027-12-24,Kaudulla National Park,North_Central,Polonnaruwa,781,622,125.56
2027-12-24,Knuckles Conservation Forest,Central,Matale,598,846,70.69
2027-12-24,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-24,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,305,434,70.28
2027-12-24,Sigiriya Rock & Museum,Central,Matale,1241,2161,57.43
2027-12-24,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,448,192,233.33
2027-12-24,Temple of the Tooth (Kandy),Central,Kandy,3361,1398,240.41
2027-12-24,Udawalawe National Park,Uva,Monaragala,562,854,65.81
2027-12-24,Wilpattu National Park,North_Western,Puttalam,555,750,74.0
2027-12-24,Yala National Park,Southern,Hambantota,403,2133,18.89
2027-12-25,Adam's Peak (Sri Pada),Central,Nuwara Eliya,233,341,68.33
2027-12-25,Dambulla Cave Temple,Central,Matale,463,586,79.01
2027-12-25,Galle Fort,Southern,Galle,851,897,94.87
2027-12-25,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-25,Jaffna Fort,Northern,Jaffna,684,867,78.89
2027-12-25,Kaudulla National Park,North_Central,Polonnaruwa,855,622,137.46
2027-12-25,Knuckles Conservation Forest,Central,Matale,672,846,79.43
2027-12-25,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-25,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,378,434,87.1
2027-12-25,Sigiriya Rock & Museum,Central,Matale,1317,2161,60.94
2027-12-25,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,465,192,242.19
2027-12-25,Temple of the Tooth (Kandy),Central,Kandy,3361,1398,240.41
2027-12-25,Udawalawe National Park,Uva,Monaragala,635,854,74.36
2027-12-25,Wilpattu National Park,North_Western,Puttalam,629,750,83.87
2027-12-25,Yala National Park,Southern,Hambantota,525,2133,24.61
2027-12-26,Adam's Peak (Sri Pada),Central,Nuwara Eliya,242,341,70.97
2027-12-26,Dambulla Cave Temple,Central,Matale,467,586,79.69
2027-12-26,Galle Fort,Southern,Galle,902,897,100.56
2027-12-26,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-26,Jaffna Fort,Northern,Jaffna,688,867,79.35
2027-12-26,Kaudulla National Park,North_Central,Polonnaruwa,859,622,138.1
2027-12-26,Knuckles Conservation Forest,Central,Matale,676,846,79.91
2027-12-26,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-26,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,382,434,88.02
2027-12-26,Sigiriya Rock & Museum,Central,Matale,1324,2161,61.27
2027-12-26,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,465,192,242.19
2027-12-26,Temple of the Tooth (Kandy),Central,Kandy,3361,1398,240.41
2027-12-26,Udawalawe National Park,Uva,Monaragala,639,854,74.82
2027-12-26,Wilpattu National Park,North_Western,Puttalam,633,750,84.4
2027-12-26,Yala National Park,Southern,Hambantota,546,2133,25.6
2027-12-27,Adam's Peak (Sri Pada),Central,Nuwara Eliya,152,341,44.57
2027-12-27,Dambulla Cave Temple,Central,Matale,401,586,68.43
2027-12-27,Galle Fort,Southern,Galle,826,897,92.08
2027-12-27,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-27,Jaffna Fort,Northern,Jaffna,621,867,71.63
2027-12-27,Kaudulla National Park,North_Central,Polonnaruwa,793,622,127.49
2027-12-27,Knuckles Conservation Forest,Central,Matale,609,846,71.99
2027-12-27,Mirissa (Whale Watching),Southern,Matara,504,208,242.31
2027-12-27,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,316,434,72.81
2027-12-27,Sigiriya Rock & Museum,Central,Matale,1261,2161,58.35
2027-12-27,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,453,192,235.94
2027-12-27,Temple of the Tooth (Kandy),Central,Kandy,3361,1398,240.41
2027-12-27,Udawalawe National Park,Uva,Monaragala,572,854,66.98
2027-12-27,Wilpattu National Park,North_Western,Puttalam,566,750,75.47
2027-12-27,Yala National Park,Southern,Hambantota,464,2133,21.75
2027-12-28,Adam's Peak (Sri Pada),Central,Nuwara Eliya,161,341,47.21
2027-12-28,Dambulla Cave Temple,Central,Matale,405,586,69.11
2027-12-28,Galle Fort,Southern,Galle,878,897,97.88
2027-12-28,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-28,Jaffna Fort,Northern,Jaffna,623,867,71.86
2027-12-28,Kaudulla National Park,North_Central,Polonnaruwa,794,622,127.65
2027-12-28,Knuckles Conservation Forest,Central,Matale,611,846,72.22
2027-12-28,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-28,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,319,434,73.5
2027-12-28,Sigiriya Rock & Museum,Central,Matale,1268,2161,58.68
2027-12-28,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,453,192,235.94
2027-12-28,Temple of the Tooth (Kandy),Central,Kandy,3362,1398,240.49
2027-12-28,Udawalawe National Park,Uva,Monaragala,574,854,67.21
2027-12-28,Wilpattu National Park,North_Western,Puttalam,568,750,75.73
2027-12-28,Yala National Park,Southern,Hambantota,482,2133,22.6
2027-12-29,Adam's Peak (Sri Pada),Central,Nuwara Eliya,169,341,49.56
2027-12-29,Dambulla Cave Temple,Central,Matale,408,586,69.62
2027-12-29,Galle Fort,Southern,Galle,932,897,103.9
2027-12-29,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-29,Jaffna Fort,Northern,Jaffna,624,867,71.97
2027-12-29,Kaudulla National Park,North_Central,Polonnaruwa,796,622,127.97
2027-12-29,Knuckles Conservation Forest,Central,Matale,612,846,72.34
2027-12-29,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-29,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,321,434,73.96
2027-12-29,Sigiriya Rock & Museum,Central,Matale,1276,2161,59.05
2027-12-29,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,453,192,235.94
2027-12-29,Temple of the Tooth (Kandy),Central,Kandy,3362,1398,240.49
2027-12-29,Udawalawe National Park,Uva,Monaragala,575,854,67.33
2027-12-29,Wilpattu National Park,North_Western,Puttalam,569,750,75.87
2027-12-29,Yala National Park,Southern,Hambantota,501,2133,23.49
2027-12-30,Adam's Peak (Sri Pada),Central,Nuwara Eliya,177,341,51.91
2027-12-30,Dambulla Cave Temple,Central,Matale,411,586,70.14
2027-12-30,Galle Fort,Southern,Galle,990,897,110.37
2027-12-30,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-30,Jaffna Fort,Northern,Jaffna,626,867,72.2
2027-12-30,Kaudulla National Park,North_Central,Polonnaruwa,797,622,128.14
2027-12-30,Knuckles Conservation Forest,Central,Matale,614,846,72.58
2027-12-30,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-30,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,324,434,74.65
2027-12-30,Sigiriya Rock & Museum,Central,Matale,1284,2161,59.42
2027-12-30,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,454,192,236.46
2027-12-30,Temple of the Tooth (Kandy),Central,Kandy,3362,1398,240.49
2027-12-30,Udawalawe National Park,Uva,Monaragala,577,854,67.56
2027-12-30,Wilpattu National Park,North_Western,Puttalam,570,750,76.0
2027-12-30,Yala National Park,Southern,Hambantota,521,2133,24.43
2027-12-31,Adam's Peak (Sri Pada),Central,Nuwara Eliya,186,341,54.55
2027-12-31,Dambulla Cave Temple,Central,Matale,416,586,70.99
2027-12-31,Galle Fort,Southern,Galle,1055,897,117.61
2027-12-31,Horton Plains (World's End),Central,Nuwara Eliya,653,270,241.85
2027-12-31,Jaffna Fort,Northern,Jaffna,629,867,72.55
2027-12-31,Kaudulla National Park,North_Central,Polonnaruwa,801,622,128.78
2027-12-31,Knuckles Conservation Forest,Central,Matale,616,846,72.81
2027-12-31,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2027-12-31,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,328,434,75.58
2027-12-31,Sigiriya Rock & Museum,Central,Matale,1294,2161,59.88
2027-12-31,Sinharaja Conservation Forest,Sabaragamuwa,Ratnapura,456,192,237.5
2027-12-31,Temple of the Tooth (Kandy),Central,Kandy,3362,1398,240.49
2027-12-31,Udawalawe National Park,Uva,Monaragala,579,854,67.8
2027-12-31,Wilpattu National Park,North_Western,Puttalam,573,750,76.4
2027-12-31,Yala National Park,Southern,Hambantota,544,2133,25.5
2028-01-01,Adam's Peak (Sri Pada),Central,Nuwara Eliya,381,341,111.73
2028-01-01,Dambulla Cave Temple,Central,Matale,489,586,83.45
2028-01-01,Galle Fort,Southern,Galle,1252,897,139.58
2028-01-01,Horton Plains (World's End),Central,Nuwara Eliya,635,270,235.19
2028-01-01,Jaffna Fort,Northern,Jaffna,702,867,80.97
2028-01-01,Kaudulla National Park,North_Central,Polonnaruwa,525,622,84.41
2028-01-01,Knuckles Conservation Forest,Central,Matale,690,846,81.56
2028-01-01,Mirissa (Whale Watching),Southern,Matara,505,208,242.79
2028-01-01,Polonnaruwa (Gal Viharaya & Ruins),North_Central,Polonnaruwa,401,434,92.4
